EDGEitems;EDGE_buildings;iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment;weight_convertEDGE;weight_Fedemand
feagrsolid;;PEATPROD;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;PEATPROD;FISHING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;PETCOKE;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;PETCOKE;FISHING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;PRIMSBIO;AGRICULT;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;PRIMSBIO;FISHING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;RENEWNS;AGRICULT;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;RENEWNS;FISHING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;SUBCOAL;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feagrsolid;;SUBCOAL;FISHING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
fedie;;;;;fedie;;;;fetraliquid;1
feelt;;;;;feelt;;;;fetraelec;1
feh2b;;;;;feh2i;;;;feresliquid;1
feh2b;;;;;feh2s;;;;;1
feindelec;;ELECTR;CHEMICAL;seel;feelwlth_chemicals;tdelwlth_chemicals;1;;;1
feindelec;;ELECTR;CONSTRUC;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;EBLASTFUR;seel;feel_steel;tdel_steel;-1;;;1
feindelec;;ELECTR;ECOKEOVS;seel;feel_steel;tdel_steel;-1;;;1
feindelec;;ELECTR;FOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;INONSPEC;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;IRONSTL;seel;feel_steel;tdel_steel;1;;;1
feindelec;;ELECTR;MACHINE;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;MINING;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;NONFERR;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;NONMET;seel;feel_cement;tdel_cement;1;;;1
feindelec;;ELECTR;PAPERPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;TBLASTFUR;seel;feel_steel;tdel_steel;-1;;;1
feindelec;;ELECTR;TCOKEOVS;seel;feel_steel;tdel_steel;-1;;;1
feindelec;;ELECTR;TEXTILES;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;TGASWKS;seel;feelwlth_otherInd;tdelwlth_otherInd;-1;;;1
feindelec;;ELECTR;TRANSEQ;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindelec;;ELECTR;WOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;1;;;1
feindgas;;BIOGASES;CHEMICAL;segabio;fega_chemicals;tdga_chemicals;1;;;1
feindgas;;BIOGASES;CONSTRUC;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;EREFINER;segabio;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;BIOGASES;FOODPRO;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;INONSPEC;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;IRONSTL;segabio;fega_steel;tdga_steel;1;;;1
feindgas;;BIOGASES;MACHINE;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;MINING;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;NONFERR;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;NONMET;segabio;fega_cement;tdga_cement;1;;;1
feindgas;;BIOGASES;PAPERPRO;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;TBLASTFUR;segabio;fega_steel;tdga_steel;1;;;1
feindgas;;BIOGASES;TCOKEOVS;segabio;fega_steel;tdga_steel;1;;;1
feindgas;;BIOGASES;TEXTILES;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;TRANSEQ;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BIOGASES;TREFINER;segabio;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;BIOGASES;WOODPRO;segabio;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;BLFURGS;EREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindgas;;BLFURGS;TBLASTFUR;segafos;fega_steel;tdga_steel;0;;;1
feindgas;;BLFURGS;TREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindgas;;COKEOVGS;EREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindgas;;COKEOVGS;TBLASTFUR;segafos;fega_steel;tdga_steel;0;;;1
feindgas;;COKEOVGS;TREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindgas;;GASWKSGS;CHEMICAL;segafos;fega_chemicals;tdga_chemicals;1;;;1
feindgas;;GASWKSGS;CONSTRUC;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;EREFINER;segafos;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;GASWKSGS;FOODPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;INONSPEC;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;IRONSTL;segafos;fega_steel;tdga_steel;1;;;1
feindgas;;GASWKSGS;MACHINE;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;MINING;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;NONFERR;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;NONMET;segafos;fega_cement;tdga_cement;1;;;1
feindgas;;GASWKSGS;PAPERPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;TBLASTFUR;segafos;fega_steel;tdga_steel;0;;;1
feindgas;;GASWKSGS;TCOKEOVS;segafos;fega_steel;tdga_steel;0;;;1
feindgas;;GASWKSGS;TEXTILES;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;TRANSEQ;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;GASWKSGS;TREFINER;segafos;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;GASWKSGS;WOODPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;CHEMICAL;segafos;fega_chemicals;tdga_chemicals;1;;;1
feindgas;;NATGAS;CONSTRUC;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;EREFINER;segafos;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;NATGAS;FOODPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;INONSPEC;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;IRONSTL;segafos;fega_steel;tdga_steel;1;;;1
feindgas;;NATGAS;MACHINE;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;MINING;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;NONFERR;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;NONMET;segafos;fega_cement;tdga_cement;1;;;1
feindgas;;NATGAS;PAPERPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;TBLASTFUR;segafos;fega_steel;tdga_steel;1;;;1
feindgas;;NATGAS;TCOKEOVS;segafos;fega_steel;tdga_steel;1;;;1
feindgas;;NATGAS;TEXTILES;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;TRANSEQ;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;NATGAS;TREFINER;segafos;fega_chemicals;tdga_chemicals;-1;;;1
feindgas;;NATGAS;WOODPRO;segafos;fega_otherInd;tdga_otherInd;1;;;1
feindgas;;OGASES;EREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindgas;;OGASES;TBLASTFUR;segafos;fega_steel;tdga_steel;0;;;1
feindgas;;OGASES;TREFINER;segafos;fega_chemicals;tdga_chemicals;0;;;1
feindheat;;;;;fehes;;;;;1
feindheat;;GEOTHERM;CHEMICAL;seel;feelwlth_chemicals;tdelwlth_chemicals;0.3;;;1
feindheat;;GEOTHERM;CONSTRUC;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;EBLASTFUR;seel;feel_steel;tdel_steel;-0.3;;;1
feindheat;;GEOTHERM;ECOKEOVS;seel;feel_steel;tdel_steel;-0.3;;;1
feindheat;;GEOTHERM;FOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;INONSPEC;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;IRONSTL;seel;feel_steel;tdel_steel;0.3;;;1
feindheat;;GEOTHERM;MACHINE;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;MINING;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;NONFERR;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;NONMET;seel;feel_cement;tdel_cement;0.3;;;1
feindheat;;GEOTHERM;PAPERPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;TBLASTFUR;seel;feel_steel;tdel_steel;-0.3;;;1
feindheat;;GEOTHERM;TCOKEOVS;seel;feel_steel;tdel_steel;-0.3;;;1
feindheat;;GEOTHERM;TEXTILES;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;TRANSEQ;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;GEOTHERM;WOODPRO;seel;feelwlth_otherInd;tdelwlth_otherInd;0.3;;;1
feindheat;;HEAT;CHEMICAL;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;CONSTRUC;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;EBLASTFUR;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;ECOKEOVS;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;EPOWERPLT;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;EREFINER;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;FOODPRO;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;INONSPEC;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;IRONSTL;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;MACHINE;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;MINING;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;NONFERR;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;NONMET;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;PAPERPRO;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;TBLASTFUR;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;TCOKEOVS;sehe;fehe_otherInd;tdhe_otherInd;-1;;;1
feindheat;;HEAT;TEXTILES;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;TRANSEQ;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindheat;;HEAT;WOODPRO;sehe;fehe_otherInd;tdhe_otherInd;1;;;1
feindliquid;;ADDITIVE;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;ADDITIVE;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ADDITIVE;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ADDITIVE;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;ADDITIVE;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;ADDITIVE;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ADDITIVE;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ADDITIVE;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;ADDITIVE;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ADDITIVE;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;AVGAS;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;AVGAS;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;AVGAS;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;AVGAS;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;AVGAS;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;AVGAS;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;AVGAS;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;AVGAS;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;AVGAS;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;CHEMICAL;seliqbio;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;BIODIESEL;CONSTRUC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;EBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIODIESEL;ECOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIODIESEL;FOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;INONSPEC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;IRONSTL;seliqbio;feli_steel;tdli_steel;1;;;1
feindliquid;;BIODIESEL;MACHINE;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;MINING;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;NONFERR;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;NONMET;seliqbio;feli_cement;tdli_cement;1;;;1
feindliquid;;BIODIESEL;PAPERPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;TBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIODIESEL;TCOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIODIESEL;TEXTILES;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;TGASWKS;seliqbio;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;BIODIESEL;TRANSEQ;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIODIESEL;WOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;CHEMICAL;seliqbio;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;BIOGASOL;CONSTRUC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;EBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIOGASOL;ECOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIOGASOL;FOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;INONSPEC;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;IRONSTL;seliqbio;feli_steel;tdli_steel;1;;;1
feindliquid;;BIOGASOL;MACHINE;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;MINING;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;NONFERR;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;NONMET;seliqbio;feli_cement;tdli_cement;1;;;1
feindliquid;;BIOGASOL;PAPERPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;TBLASTFUR;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIOGASOL;TCOKEOVS;seliqbio;feli_steel;tdli_steel;-1;;;1
feindliquid;;BIOGASOL;TEXTILES;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;TGASWKS;seliqbio;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;BIOGASOL;TRANSEQ;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BIOGASOL;WOODPRO;seliqbio;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;BITUMEN;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;BITUMEN;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;BITUMEN;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;BITUMEN;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;BITUMEN;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;BITUMEN;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;BITUMEN;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;BITUMEN;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;BITUMEN;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;COALTAR;TBLASTFUR;seliqfos;feli_steel;tdli_steel;0;;;1
feindliquid;;COALTAR;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;0;;;1
feindliquid;;CRNGFEED;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;CRNGFEED;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRNGFEED;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRNGFEED;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;CRNGFEED;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;CRNGFEED;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRNGFEED;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRNGFEED;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;CRNGFEED;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRNGFEED;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;CRUDEOIL;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRUDEOIL;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRUDEOIL;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;CRUDEOIL;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;CRUDEOIL;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRUDEOIL;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;CRUDEOIL;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;CRUDEOIL;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;CRUDEOIL;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;ETHANE;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ETHANE;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ETHANE;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;ETHANE;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;ETHANE;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ETHANE;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;ETHANE;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;;;1
feindliquid;;ETHANE;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;ETHANE;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;1
feindliquid;;JETGAS;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;JETGAS;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;;;1
feindliquid;;JETGAS;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;1
feindliquid;;JETGAS;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;NONMET;seliqfos;feli_cement;tdli_cement;1;;;1
feindliquid;;JETGAS;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;1
feindliquid;;JETGAS;TBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;;;1
