iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment
LPG;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
LPG;TOTENGY;peoil;seliqfos;refliq;-1;
LPG;TOTIND;seliqfos;fehoi;tdfoshoi;1;
LPG;TRNONSPE;seliqfos;fedie;tdfosdie;1;
LUBRIC;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
LUBRIC;AUTOELEC;peoil;seel;dot;-1;
LUBRIC;AVBUNK;seliqfos;fedie;tdfosdie;-1;
LUBRIC;AVBUNK;peoil;seliqfos;refliq;-1;
LUBRIC;COMMPUB;seliqfos;fehob;tdfoshob;1;
LUBRIC;DISTLOSS;peoil;seliqfos;refliq;-1;
LUBRIC;DOMESAIR;seliqfos;fedie;tdfosdie;1;
LUBRIC;DOMESNAV;seliqfos;fedie;tdfosdie;1;
LUBRIC;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
LUBRIC;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
LUBRIC;EMINES;peoil;pecoal;d_oil2coal;-1;
LUBRIC;EOILGASEX;peoil;peog;d_oil2og;-1;
LUBRIC;EPOWERPLT;peoil;seel;dot;-1;
LUBRIC;FISHING;seliqfos;fehoi;tdfoshoi;1;
LUBRIC;MAINELEC;peoil;seel;dot;-1;
LUBRIC;MARBUNK;peoil;seliqfos;refliq;-1;
LUBRIC;MARBUNK;seliqfos;fedie;tdfosdie;-1;
LUBRIC;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
LUBRIC;ONONSPEC;seliqfos;fehob;tdfoshob;1;
LUBRIC;PIPELINE;seliqfos;fedie;tdfosdie;1;
LUBRIC;RAIL;seliqfos;fedie;tdfosdie;1;
LUBRIC;RESIDENT;seliqfos;fehob;tdfoshob;1;
LUBRIC;ROAD;seliqfos;fepet;tdfospet;1;
LUBRIC;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
LUBRIC;TBLASTFUR;peoil;seliqfos;refliq;-1;
LUBRIC;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
LUBRIC;TCOKEOVS;peoil;seliqfos;refliq;-1;
LUBRIC;TFC;peoil;seliqfos;refliq;1;
LUBRIC;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
LUBRIC;TOTENGY;peoil;seliqfos;refliq;-1;
LUBRIC;TOTIND;seliqfos;fehoi;tdfoshoi;1;
LUBRIC;TRNONSPE;seliqfos;fedie;tdfosdie;1;
MANGAS;DISTLOSS;pegas;segafos;gastr;-1;
MANGAS;TFC;pegas;segafos;gastr;1;
MUNWASTEN;AGRICULT;sesobio;fesoi;tdbiosoi;1;
MUNWASTEN;AUTOCHP;pebiolc;seel;biochp;-1;
MUNWASTEN;AUTOCHP;pebiolc;sehe;biochp;-1;
MUNWASTEN;AUTOELEC;pebiolc;seel;bioigcc;-1;
MUNWASTEN;AUTOHEAT;pebiolc;sehe;biohp;-1;
MUNWASTEN;COMMPUB;sesobio;fesob;tdbiosob;1;
MUNWASTEN;DISTLOSS;sesobio;feso;d_fesobio;-1;
MUNWASTEN;DISTLOSS;pebiolc;sesobio;biotr;-1;
MUNWASTEN;EBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
MUNWASTEN;ENONSPEC;pebiolc;sesobio;biotr;-1;
MUNWASTEN;EPOWERPLT;pebiolc;seel;d_bio2elec;-1;
MUNWASTEN;FISHING;sesobio;fesoi;tdbiosoi;1;
MUNWASTEN;MAINCHP;pebiolc;seel;biochp;-1;
MUNWASTEN;MAINCHP;pebiolc;sehe;biochp;-1;
MUNWASTEN;MAINELEC;pebiolc;seel;bioigcc;-1;
MUNWASTEN;MAINHEAT;pebiolc;sehe;biohp;-1;
MUNWASTEN;NONENUSE;sesobio;fesoi;tdbiosoi;1;
MUNWASTEN;ONONSPEC;sesobio;fesob;tdbiosob;1;
MUNWASTEN;RAIL;sesobio;fesoi;tdbiosoi;1;
MUNWASTEN;RESIDENT;sesobio;fesob;tdbiosob;1;
MUNWASTEN;TBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
MUNWASTEN;TFC;pebiolc;sesobio;biotr;1;
MUNWASTEN;TOTIND;sesobio;fesoi;tdbiosoi;1;
MUNWASTER;AGRICULT;sesobio;fesoi;tdbiosoi;1;
MUNWASTER;AUTOCHP;pebiolc;seel;biochp;-1;
MUNWASTER;AUTOCHP;pebiolc;sehe;biochp;-1;
MUNWASTER;AUTOELEC;pebiolc;seel;bioigcc;-1;
MUNWASTER;AUTOHEAT;pebiolc;sehe;biohp;-1;
MUNWASTER;COMMPUB;sesobio;fesob;tdbiosob;1;
MUNWASTER;DISTLOSS;sesobio;feso;d_fesobio;-1;
MUNWASTER;DISTLOSS;pebiolc;sesobio;biotr;-1;
MUNWASTER;EBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
MUNWASTER;ENONSPEC;pebiolc;sesobio;biotr;-1;
MUNWASTER;EPOWERPLT;pebiolc;seel;d_bio2elec;-1;
MUNWASTER;FISHING;sesobio;fesoi;tdbiosoi;1;
MUNWASTER;MAINCHP;pebiolc;seel;biochp;-1;
MUNWASTER;MAINCHP;pebiolc;sehe;biochp;-1;
MUNWASTER;MAINELEC;pebiolc;seel;bioigcc;-1;
MUNWASTER;MAINHEAT;pebiolc;sehe;biohp;-1;
MUNWASTER;NONENUSE;sesobio;fesoi;tdbiosoi;1;
MUNWASTER;ONONSPEC;sesobio;fesob;tdbiosob;1;
MUNWASTER;RAIL;sesobio;fesoi;tdbiosoi;1;
MUNWASTER;RESIDENT;sesobio;fesob;tdbiosob;1;
MUNWASTER;TBLASTFUR;sesobio;fesoi;tdbiosoi;-1;
MUNWASTER;TFC;pebiolc;sesobio;biotr;1;
MUNWASTER;TOTIND;sesobio;fesoi;tdbiosoi;1;
NAPHTHA;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NAPHTHA;AUTOELEC;peoil;seel;dot;-1;
NAPHTHA;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NAPHTHA;AVBUNK;peoil;seliqfos;refliq;-1;
NAPHTHA;COMMPUB;seliqfos;fehob;tdfoshob;1;
NAPHTHA;DISTLOSS;peoil;seliqfos;refliq;-1;
NAPHTHA;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NAPHTHA;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NAPHTHA;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NAPHTHA;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NAPHTHA;EMINES;peoil;pecoal;d_oil2coal;-1;
NAPHTHA;EOILGASEX;peoil;peog;d_oil2og;-1;
NAPHTHA;EPOWERPLT;peoil;seel;dot;-1;
NAPHTHA;FISHING;seliqfos;fehoi;tdfoshoi;1;
NAPHTHA;MAINELEC;peoil;seel;dot;-1;
NAPHTHA;MARBUNK;peoil;seliqfos;refliq;-1;
NAPHTHA;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NAPHTHA;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NAPHTHA;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NAPHTHA;PIPELINE;seliqfos;fedie;tdfosdie;1;
NAPHTHA;RAIL;seliqfos;fedie;tdfosdie;1;
NAPHTHA;RESIDENT;seliqfos;fehob;tdfoshob;1;
NAPHTHA;ROAD;seliqfos;fepet;tdfospet;1;
NAPHTHA;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NAPHTHA;TBLASTFUR;peoil;seliqfos;refliq;-1;
NAPHTHA;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NAPHTHA;TCOKEOVS;peoil;seliqfos;refliq;-1;
NAPHTHA;TFC;peoil;seliqfos;refliq;1;
NAPHTHA;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NAPHTHA;TOTENGY;peoil;seliqfos;refliq;-1;
NAPHTHA;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NAPHTHA;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NATGAS;AGRICULT;segafos;fegai;tdfosgai;1;
NATGAS;AUTOCHP;pegas;seel;gaschp;-1;
NATGAS;AUTOCHP;pegas;sehe;gaschp;-1;
NATGAS;AUTOELEC;pegas;seel;x_gas2elec;-1;
NATGAS;AUTOHEAT;pegas;sehe;gashp;-1;
NATGAS;AVBUNK;segafos;fegat;tdfosgat;-1;
NATGAS;COMMPUB;segafos;fegab;tdfosgab;1;
NATGAS;DISTLOSS;segafos;fega;d_fegafos;-1;
NATGAS;DISTLOSS;pegas;segafos;gastr;-1;
NATGAS;DOMESAIR;segafos;fegat;tdfosgat;1;
NATGAS;DOMESNAV;segafos;fegat;tdfosgat;1;
NATGAS;ENONSPEC;segafos;fega;d_fegafos;-1;
NATGAS;ENONSPEC;pegas;segafos;gastr;-1;
NATGAS;EOILGASEX;pegas;peog;d_gas2og;-1;
NATGAS;EPOWERPLT;pegas;seel;d_gas2elec;-1;
NATGAS;EREFINER;segafos;fegai;tdfosgai;-1;
NATGAS;EREFINER;pegas;segafos;gastr;-1;
NATGAS;FISHING;segafos;fegai;tdfosgai;1;
NATGAS;MAINCHP;pegas;seel;gaschp;-1;
NATGAS;MAINCHP;pegas;sehe;gaschp;-1;
NATGAS;MAINELEC;pegas;seel;x_gas2elec;-1;
NATGAS;MAINHEAT;pegas;sehe;gashp;-1;
NATGAS;MARBUNK;segafos;fegat;tdfosgat;-1;
NATGAS;NONENUSE;segafos;fegai;tdfosgai;1;
NATGAS;ONONSPEC;segafos;fegab;tdfosgab;1;
NATGAS;RAIL;segafos;fegat;tdfosgat;1;
NATGAS;RESIDENT;segafos;fegab;tdfosgab;1;
NATGAS;ROAD;segafos;fegat;tdfosgat;1;
NATGAS;TBLASTFUR;segafos;fegai;tdfosgai;1;
NATGAS;TCOKEOVS;segafos;fegai;tdfosgai;1;
NATGAS;TFC;pegas;segafos;gastr;1;
NATGAS;TGTL;pegas;seliqfos;gasftrec;-1;
NATGAS;TNONSPEC;pegas;segafos;gastr;-1;
NATGAS;TOTIND;segafos;fegai;tdfosgai;1;
NATGAS;TREFINER;segafos;fegai;tdfosgai;-1;
NATGAS;TREFINER;pegas;segafos;gastr;-1;
NATGAS;TRNONSPE;segafos;fegat;tdfosgat;1;
NGL;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NGL;AUTOELEC;peoil;seel;dot;-1;
NGL;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NGL;AVBUNK;peoil;seliqfos;refliq;-1;
NGL;COMMPUB;seliqfos;fehob;tdfoshob;1;
NGL;DISTLOSS;peoil;seliqfos;refliq;-1;
NGL;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NGL;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NGL;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NGL;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NGL;EMINES;peoil;pecoal;d_oil2coal;-1;
NGL;EOILGASEX;peoil;peog;d_oil2og;-1;
NGL;EPOWERPLT;peoil;seel;dot;-1;
NGL;FISHING;seliqfos;fehoi;tdfoshoi;1;
NGL;MAINELEC;peoil;seel;dot;-1;
NGL;MARBUNK;peoil;seliqfos;refliq;-1;
NGL;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NGL;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NGL;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NGL;PIPELINE;seliqfos;fedie;tdfosdie;1;
NGL;RAIL;seliqfos;fedie;tdfosdie;1;
NGL;RESIDENT;seliqfos;fehob;tdfoshob;1;
NGL;ROAD;seliqfos;fepet;tdfospet;1;
NGL;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NGL;TBLASTFUR;peoil;seliqfos;refliq;-1;
NGL;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NGL;TCOKEOVS;peoil;seliqfos;refliq;-1;
NGL;TFC;peoil;seliqfos;refliq;1;
NGL;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NGL;TOTENGY;peoil;seliqfos;refliq;-1;
NGL;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NGL;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIODIES;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NONBIODIES;AUTOELEC;peoil;seel;dot;-1;
NONBIODIES;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIODIES;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIODIES;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIODIES;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIODIES;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIODIES;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIODIES;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIODIES;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIODIES;EMINES;peoil;pecoal;d_oil2coal;-1;
NONBIODIES;EOILGASEX;peoil;peog;d_oil2og;-1;
NONBIODIES;EPOWERPLT;peoil;seel;dot;-1;
NONBIODIES;FISHING;seliqfos;fehoi;tdfoshoi;1;
NONBIODIES;MAINELEC;peoil;seel;dot;-1;
NONBIODIES;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIODIES;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIODIES;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NONBIODIES;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIODIES;PIPELINE;seliqfos;fedie;tdfosdie;1;
NONBIODIES;RAIL;seliqfos;fedie;tdfosdie;1;
NONBIODIES;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIODIES;ROAD;seliqfos;fedie;tdfosdie;1;
NONBIODIES;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIODIES;TBLASTFUR;peoil;seliqfos;refliq;-1;
NONBIODIES;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIODIES;TCOKEOVS;peoil;seliqfos;refliq;-1;
NONBIODIES;TFC;peoil;seliqfos;refliq;1;
NONBIODIES;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NONBIODIES;TOTENGY;peoil;seliqfos;refliq;-1;
NONBIODIES;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NONBIODIES;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NONBIOGASO;AUTOELEC;peoil;seel;dot;-1;
NONBIOGASO;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOGASO;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIOGASO;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIOGASO;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIOGASO;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOGASO;EMINES;peoil;pecoal;d_oil2coal;-1;
NONBIOGASO;EOILGASEX;peoil;peog;d_oil2og;-1;
NONBIOGASO;EPOWERPLT;peoil;seel;dot;-1;
NONBIOGASO;FISHING;seliqfos;fehoi;tdfoshoi;1;
NONBIOGASO;MAINELEC;peoil;seel;dot;-1;
NONBIOGASO;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIOGASO;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOGASO;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NONBIOGASO;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;PIPELINE;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;RAIL;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;ROAD;seliqfos;fepet;tdfospet;1;
NONBIOGASO;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIOGASO;TBLASTFUR;peoil;seliqfos;refliq;-1;
NONBIOGASO;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOGASO;TCOKEOVS;peoil;seliqfos;refliq;-1;
NONBIOGASO;TFC;peoil;seliqfos;refliq;1;
NONBIOGASO;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOGASO;TOTENGY;peoil;seliqfos;refliq;-1;
NONBIOGASO;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NONBIOGASO;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NONBIOJETK;AUTOELEC;peoil;seel;dot;-1;
NONBIOJETK;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOJETK;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIOJETK;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIOJETK;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIOJETK;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOJETK;EMINES;peoil;pecoal;d_oil2coal;-1;
NONBIOJETK;EOILGASEX;peoil;peog;d_oil2og;-1;
NONBIOJETK;EPOWERPLT;peoil;seel;dot;-1;
NONBIOJETK;FISHING;seliqfos;fehoi;tdfoshoi;1;
NONBIOJETK;MAINELEC;peoil;seel;dot;-1;
NONBIOJETK;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIOJETK;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOJETK;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NONBIOJETK;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;PIPELINE;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;RAIL;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;ROAD;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONBIOJETK;TBLASTFUR;peoil;seliqfos;refliq;-1;
NONBIOJETK;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOJETK;TCOKEOVS;peoil;seliqfos;refliq;-1;
NONBIOJETK;TFC;peoil;seliqfos;refliq;1;
NONBIOJETK;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NONBIOJETK;TOTENGY;peoil;seliqfos;refliq;-1;
NONBIOJETK;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NONBIOJETK;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONCRUDE;AGRICULT;seliqfos;fehoi;tdfoshoi;1;
NONCRUDE;AUTOELEC;peoil;seel;dot;-1;
NONCRUDE;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONCRUDE;AVBUNK;peoil;seliqfos;refliq;-1;
NONCRUDE;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONCRUDE;DISTLOSS;peoil;seliqfos;refliq;-1;
NONCRUDE;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONCRUDE;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONCRUDE;EBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONCRUDE;ECOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONCRUDE;EMINES;peoil;pecoal;d_oil2coal;-1;
NONCRUDE;EOILGASEX;peoil;peog;d_oil2og;-1;
NONCRUDE;EPOWERPLT;peoil;seel;dot;-1;
NONCRUDE;FISHING;seliqfos;fehoi;tdfoshoi;1;
NONCRUDE;MAINELEC;peoil;seel;dot;-1;
NONCRUDE;MARBUNK;peoil;seliqfos;refliq;-1;
NONCRUDE;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONCRUDE;NONENUSE;seliqfos;fehoi;tdfoshoi;1;
NONCRUDE;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONCRUDE;PIPELINE;seliqfos;fedie;tdfosdie;1;
NONCRUDE;RAIL;seliqfos;fedie;tdfosdie;1;
NONCRUDE;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONCRUDE;ROAD;seliqfos;fedie;tdfosdie;1;
NONCRUDE;TBLASTFUR;seliqfos;fehoi;tdfoshoi;-1;
NONCRUDE;TBLASTFUR;peoil;seliqfos;refliq;-1;
NONCRUDE;TCOKEOVS;seliqfos;fehoi;tdfoshoi;-1;
NONCRUDE;TCOKEOVS;peoil;seliqfos;refliq;-1;
NONCRUDE;TFC;peoil;seliqfos;refliq;1;
NONCRUDE;TGASWKS;seliqfos;fehoi;tdfoshoi;-1;
NONCRUDE;TOTENGY;peoil;seliqfos;refliq;-1;
NONCRUDE;TOTIND;seliqfos;fehoi;tdfoshoi;1;
NONCRUDE;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NUCLEAR;AUTOCHP;peur;seel;tnrs;-1;
NUCLEAR;AUTOELEC;peur;seel;tnrs;-1;
NUCLEAR;MAINCHP;peur;seel;tnrs;-1;
NUCLEAR;MAINELEC;peur;seel;tnrs;-1;
OBIOLIQ;AGRICULT;seliqbio;fehoi;tdbiohoi;1;
OBIOLIQ;AUTOELEC;pebiolc;seel;bioigcc;-1;
OBIOLIQ;AUTOHEAT;pebiolc;seel;biochp;-1;
OBIOLIQ;AUTOHEAT;pebiolc;sehe;biochp;-1;
OBIOLIQ;AUTOHEAT;pebiolc;sehe;biohp;-1;
OBIOLIQ;AVBUNK;seliqbio;fedie;tdbiodie;-1;
OBIOLIQ;COMMPUB;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;DOMESAIR;seliqbio;fedie;tdbiodie;1;
OBIOLIQ;DOMESNAV;seliqbio;fedie;tdbiodie;1;
OBIOLIQ;EBLASTFUR;seliqbio;fehoi;tdbiohoi;-1;
OBIOLIQ;ECOKEOVS;seliqbio;fehoi;tdbiohoi;-1;
OBIOLIQ;EPOWERPLT;pebiolc;seel;d_bio2elec;-1;
OBIOLIQ;FISHING;seliqbio;fehoi;tdbiohoi;1;
OBIOLIQ;MAINELEC;pebiolc;seel;bioigcc;-1;
OBIOLIQ;MAINHEAT;pebiolc;seel;biochp;-1;
OBIOLIQ;MAINHEAT;pebiolc;sehe;biochp;-1;
OBIOLIQ;MAINHEAT;pebiolc;sehe;biohp;-1;
OBIOLIQ;MARBUNK;seliqbio;fedie;tdbiodie;-1;
OBIOLIQ;NONENUSE;seliqbio;fehoi;tdbiohoi;1;
OBIOLIQ;ONONSPEC;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;PIPELINE;seliqbio;fedie;tdbiodie;1;
OBIOLIQ;RAIL;seliqbio;fedie;tdbiodie;1;
OBIOLIQ;RESIDENT;seliqbio;fehob;tdbiohob;1;
OBIOLIQ;ROAD;seliqbio;fepet;tdbiopet;1;
OBIOLIQ;TBLASTFUR;seliqbio;fehoi;tdbiohoi;-1;
OBIOLIQ;TCOKEOVS;seliqbio;fehoi;tdbiohoi;-1;
OBIOLIQ;TFC;pebios;seliqbio;bioeths;1;
OBIOLIQ;TGASWKS;seliqbio;fehoi;tdbiohoi;-1;
OBIOLIQ;TOTENGY;pebios;seliqbio;bioeths;-1;
OBIOLIQ;TOTIND;seliqbio;fehoi;tdbiohoi;1;
OBIOLIQ;TRNONSPE;seliqbio;fedie;tdbiodie;1;
OGASES;AGRICULT;segafos;fegai;tdfosgai;1;
OGASES;AUTOCHP;sesofos;fesoi;tdfossoi;1.667;
OGASES;AUTOCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
OGASES;AUTOCHP;pecoal;segafos;coalgas;1.667;
OGASES;AUTOCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
OGASES;AUTOCHP;pecoal;sesofos;coaltr;1.6667;
OGASES;AUTOELEC;sesofos;fesoi;tdfossoi;1.667;
OGASES;AUTOELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
OGASES;AUTOELEC;pecoal;segafos;coalgas;1.667;
OGASES;AUTOELEC;pecoal;sesofos;coaltr;1.6667;
OGASES;AUTOHEAT;sesofos;fesoi;tdfossoi;1.667;
OGASES;AUTOHEAT;pecoal;segafos;coalgas;1.667;
OGASES;AUTOHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
OGASES;AUTOHEAT;pecoal;sesofos;coaltr;1.6667;
OGASES;AVBUNK;segafos;fegat;tdfosgat;-1;
OGASES;COMMPUB;segafos;fegab;tdfosgab;1;
OGASES;DISTLOSS;segafos;fega;d_fegafos;-1;
OGASES;DOMESAIR;segafos;fegat;tdfosgat;1;
OGASES;DOMESNAV;segafos;fegat;tdfosgat;1;
OGASES;EBLASTFUR;pecoal;segafos;coalgas;1.667;
OGASES;ECOKEOVS;pecoal;segafos;coalgas;1.667;
OGASES;ENONSPEC;segafos;fega;d_fegafos;-1;
OGASES;EREFINER;segafos;fegai;tdfosgai;-1;
OGASES;FISHING;segafos;fegai;tdfosgai;1;
OGASES;MAINCHP;sesofos;fesoi;tdfossoi;1.667;
OGASES;MAINCHP;pecoal;seel;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
OGASES;MAINCHP;pecoal;segafos;coalgas;1.667;
OGASES;MAINCHP;pecoal;sehe;coalchp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
OGASES;MAINCHP;pecoal;sesofos;coaltr;1.6667;
OGASES;MAINELEC;sesofos;fesoi;tdfossoi;1.667;
OGASES;MAINELEC;pecoal;seel;pc;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids
OGASES;MAINELEC;pecoal;segafos;coalgas;1.667;
OGASES;MAINELEC;pecoal;sesofos;coaltr;1.6667;
OGASES;MAINHEAT;sesofos;fesoi;tdfossoi;1.667;
OGASES;MAINHEAT;pecoal;segafos;coalgas;1.667;
OGASES;MAINHEAT;pecoal;sehe;coalhp;-1.6667;We add the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of heat The coefficient converts gas in solids
OGASES;MAINHEAT;pecoal;sesofos;coaltr;1.6667;
OGASES;MARBUNK;segafos;fegat;tdfosgat;-1;
OGASES;NONENUSE;segafos;fegai;tdfosgai;1;
OGASES;ONONSPEC;segafos;fegab;tdfosgab;1;
OGASES;RAIL;segafos;fegat;tdfosgat;1;
OGASES;RESIDENT;segafos;fegab;tdfosgab;1;
OGASES;ROAD;segafos;fegat;tdfosgat;1;
OGASES;TBLASTFUR;pecoal;segafos;coalgas;1.667;
OGASES;TOTIND;segafos;fegai;tdfosgai;1;
OGASES;TREFINER;segafos;fegai;tdfosgai;-1;
OGASES;TRNONSPE;segafos;fegat;tdfosgat;1;
OILSHALE;AGRICULT;sesofos;fesoi;tdfossoi;1;
